username,tweet,retweets,likes
franklinavenue,"Let's talk about that surprise cameo early in #AStarIsBorn...  Of course, I'm referring to the Super-A Foods grocery store on Division in Glassell Park. (Quite a few gasps of recognition at the Highland Theatre last night when this scene began!)  pic.twitter.com/MS4xocpvm5",3,21
feochin,Did two things this morning I haven’t done in years: Walk into a Walmart and buy a cd. But that’s only because Target was sold out of the #AStarIsBorn soundtrack. #SaturdayMorning,3,15
eviehowarth,Honestly didn’t think I could love @ladygaga more but holy sh*t her performance in #AStarIsBorn is just stellar 🌟 I’m now going to go and hibernate from this miserable weather & lose myself in this soundtrack for the next year 👋🏼,3,8
brixsmithstart,Saturday afternoon cinema date with my girlies. Can’t wait to see #AStarIsBorn with my very own #8thWonder @patsy_kensit  where are you @GrainneFletcher ? We Can’t wait to see you.💙💙💙💙 pic.twitter.com/Oq0yfdu9lx,3,41
onedottoomany,disclaimer - more than one 'star' is actually. 'born' in #AStarIsBorn (please don't let this factual inaccuracy put you off):  https://onedottoomany.wordpress.com/2018/10/06/quick-hits-a-star-is-born/ …,3,1
1066live,"#RT @Variety: Box Office: #Venom to devour October box office record, #AStarIsBorn to top $40 million  https://wp.me/p2WgDE-1jpxLx ",3,3
lukeblackmusic,i’ve only seen @starisbornmovie 3 times at the movies but it’s a new day tomorrow and a new opportunity opens up,3,21
aubrykwdsu,Just saw @starisbornmovie at @BroadNOLA. Awesome movie.,3,12
cononeilluk,"@starisbornmovie believe the hype. Gaga is awesome. Sam Elliott is, as always, superb and Bradley Cooper ....mesmerising. A brutally honest, heart breaking, elegant performance . Sensational",3,42
georgetown,"Yesterday, Bradley Cooper's new film @starisbornmovie hit theaters nationwide. Sam (B'21) checks out an early-access screening that took place here on Georgetown's campus last month, which featured a Q&A session with Cooper himself (C'97).  pic.twitter.com/lQj6mMXrNA",3,30
sarimahi,Cant wait to watch this @starisbornmovie @ladygaga 🎬👊🏻👏🏻 https://twitter.com/starisbornmovie/status/1037808406906589184 …,3,10
dmuleicester,Lead @ladygaga and co-star/director Bradley Cooper are tipped for Oscar glory. See for yourself what all the plaudits are about when  @PhoenixLeic screens @starisbornmovie this weekend. Various times. And remember it's just £6 for NUS. Bargain #DMUtop10 pic.twitter.com/SZ8jFETxuA,3,7
livenationwest,The Friday we’ve been waiting for is finally here 🎶🎥@starisbornmovie starring @ladygaga and #BradleyCooper is NOW PLAYING only in theaters! Get tickets at  http://astarisbornmovie.com  @livenationproductions @wbpictures #AStarIsBorn pic.twitter.com/GOiAEUqTj6,3,8
fandor,"We'll be seeing @starisbornmovie, @VenomMovie, and @TheHateUGive this weekend. What about you?   http://fan.do/r/b5x  pic.twitter.com/eCJFOLwMzR",3,6
cinemablend,"If you're not seeing @starisbornmovie this weekend, what are you doing with your life?  https://www.cinemablend.com/news/2458889/why-a-star-is-born-works-better-than-most-remakes-according-to-sam-elliott …",3,3
larryflick,"#ICYMI: I had the joyful experience of talking with @itsSHANGELA for my @SIRIUSXM show #InDepth this week. We talked about her role in #AStarIsBorn, as well as her 181-city works tour on @SIRIUSXM. Click this free link to hear it ALL!  http://siriusxm.us/Shangela  pic.twitter.com/AZ0JPMPa4f",3,69
logotv,"Add these to your must-watch list, #AStarIsBorn is at the top of ours!  https://logo.to/2NoEHot ",3,12
warnerbrosuk,@ladygaga Have you booked your tickets to watch Bradley Cooper and @LadyGaga in #AStarIsBorn?  http://astarisbornmovietickets.co.uk  pic.twitter.com/TwgOjFGsbM,3,19
shalyahevans,#AStarIsBorn is spectacular. I feel like I’ve been cracked in half and spilt everywhere and I don’t know if I can ever watch it again but I’m so glad I saw it.,3,32
kitwilliamson,"@EastSidersTV 5 days left to help us make @eastsiderstv season 4! Donate at  http://www.eastsiderstheseries.com  - But tonight we’re going to see @willam in #astarisborn and so should you! @ Silver Lake, Los…  https://www.instagram.com/p/BokvPNrAQZ3/?utm_source=ig_twitter_share&igshid=r2fvresb4iw6 …",3,10
debradigiovanni,Ok - new goal: sing a meaningful song into the same mic with the man I love. (*to be accomplished by Sunday.)   **  yes I did just see #AStarIsBorn,3,59
warnerchappell,Congratulations Aaron Raitiere!!  #AStarIsBorn  pic.twitter.com/4oVIA9l7g2,3,4
kendrajames_,"ICYMI, I found a musical (or, straight film with diegetic musical moments? depends who you're asking) that I did not love. It's called #AStarIsBorn:  https://www.shondaland.com/live/a23588079/review-a-star-is-born/ …",3,12
nerdist,"If you need us, we'll just be listening to the #AStarIsBorn soundtrack on repeat all day. Here's ""The Shallow"" if you need a good cry:  http://bit.ly/2DIllew  pic.twitter.com/fNvL2fXqwQ",3,40
thetylt,"""I don't really think #AStarIsBorn is THAT good""   Me, an intellectual:   pic.twitter.com/FasotNcEx0",3,16
carlyhenderson_,What are you up to this weekend?   I really want to see #AStarIsBorn - has anyone seen it yet?   https://instagram.com/p/BokHPHaBPr5/  pic.twitter.com/jIpaCN4tiH,3,30
everydayhealth,Everything you need to know about the ringing-in-the-ear condition that affects Bradley Cooper's character in @starisbornmovie:  http://bit.ly/2Nyd7oU  pic.twitter.com/l7A6S0IqTN,3,3
fantasyrecords,Did you know that @lukasnelson wrote 7 songs for @starisbornmovie?  Check out this video by @BackstageOL to find out more & make sure to follow Lukas on @Twitter for all the latest about #LukasNelson and #POTR https://youtu.be/S1nizHUxYYI ,3,9
jamesbrougham1,@JamesArthur23 on Instagram Live them has just smashed it with his version of one of the best tracks on @starisbornmovie #AStarIsBornMovie,3,6
atticpod,"This week on Albums in the Attic we'll be reviewing the new releases from @blackpeaks and @hhhendrixx/@mgarciaconover as well as our first ever soundtrack review in the form of @starisbornmovie. As per, send us your questions on here, we look forward to answering them.  pic.twitter.com/9LyjgsUbGq",3,5
ttfilmz,TTFilmz for @Observerseries and @HantsIndie - Pick of the films playing in cinemas plus home/disc selection of the week. @VenomMovie @johnnyenglish @housewithaclock @starisbornmovie @BadSamFilm pic.twitter.com/kSgUXMmkVf,3,5
fangirlilse,@ladygaga @starisbornmovie @LittleMix 2 FREAKING DAYS TILL WOMAN LIKE ME AHHHHHH I CAN'T FREAKING WAIT!! ITS GONNA BE THE SONG OF THE CENTURY😍,3,11
tomavril1,@starisbornmovie The star of @StarisBornMovie sought expert advice about loud music and ear damage @BradleyCooperPA  http://www2.philly.com/philly/health/a-star-is-born-hearing-loss-tinnitus-bradley-cooper-ear-doctor-20181010.html?__vfz=medium%3Dsharebar … via @phillydotcom,3,4
wbcareers,Tonight our business resource group #OUTatWB is hosting a screening of @starisbornmovie with some very special guests. #wblife pic.twitter.com/ZHpeZmZ95g,3,12
k_lut14,"Hi hello @starisbornmovie ripped apart my soul. If you need me, I’ll be putting myself back together for the next few weeks.  pic.twitter.com/AEyBHU8c6i",3,11
tarynpapa,So this has been stuck in my head .. 💫 Little rasp from performing this weekend but I’m loving this rainy jam night 👏🏻🍂 @ladygaga #bradleycooper #AStarIsBorn #acousticcover #acousticguitar #nashville #tarynpapa pic.twitter.com/W1vPRqOtNh,3,9
kiniyashippey,you’re actually wasting your time if you haven’t seen #AStarIsBorn,3,14
caitstannifer,I've finally watched A Star is Born and let me just say that this is that kind of movie you've been waiting for all your life it's pure intense and devastating both Bradley Cooper and Lady Gaga are simply amazing and now I'm here crying #AStarIsBorn ❤🎶,3,7
carmenlbullock,"@EddieGriffinCom, sir!!!! I was pleasantly surprised to see you pastor in a recent film named, #AStarIsBorn.  The film was moving and I was glad you were apart.  Many Blessings to you and family, sir!",3,14
abs_a93,"#AStarIsBorn 🎬 AMAZING movie! beautiful touching love story, nice music, great directing, and terrific performances by Gaga & Cooper. Highly recommended.  pic.twitter.com/GGMGtd5Bab",3,10
lewisgfellow,The signed UK copies of #AStarIsBorn are know SOLD OUT !! Surely that boost in sales has tightened the race for #1!! It is inching closer and closer Weeee  pic.twitter.com/OyfpVbfgWh,3,9
jbryanlowder,"So I really did not care for #AStarIsBorn, and thinking through how drag functions in the film largely explains why. (It's also just tedious and incoherent.) Enjoy!  https://twitter.com/SlateOutward/status/1050114197978304512 …",3,9
slateoutward,How drag undermines the super serious Authenticity of #AStarIsBorn:  https://slate.com/human-interest/2018/10/drag-a-star-is-born-lady-gaga.html … pic.twitter.com/ZeIkbXRb1u,3,5
todoxjlaw,Tomorrow #AStarIsBorn ❤🎉  pic.twitter.com/sm48Qwpn8W,3,25
bconneen,"""A Star Is Born"" is sold out in every theater near me until Saturday. This feels crazy. #AStarIsBorn #BradleyCooper #LadyGaga #Crazy",3,11
sonypix,See y'all with Notty PIXY at the #FirstDayFirstShow of #AStarIsBorn soon. Till then #StayAmazed 😉 pic.twitter.com/X0vzknRAOf,3,13
alcohollywood,"Over on Happy Cast the lovely @gregsestero joins us to talk BEST F(R)IENDS! Also @nathanrabin and I chat about #AStarIsBorn, GLITTER and more! (#podcast recs: @LPontheleft, @bestshow4life) https://www.nathanrabin.com/happy-place/2018/10/10/nathan-rabins-happy-cast-25-andrew-dice-clay-vs-julian-dice-black-with-greg-sestero …",3,4
katie_victoria,"after seeing #AStarIsBorn last night, my heart will never be the same. so much emotion, power, talent, & beauty.",3,3
_hannahbrett,"if you’re unsure about seeing #AStarIsBorn stop waiting. go see it, tell everyone you know to see it bc the message of this movie needs to be talked about",3,8
hausofgiov,"This part right here in I’ll Never Love Again gets me wreckedT. That sniffle, that falsetto. Her powerful mind. #AStarIsBorn  pic.twitter.com/YpNSVs7pUy",3,12
izzdashiz,"#AStarIsBorn is a beautiful, moving film with a soundtrack that will not leave my head or my emotions. Thank you @ladygaga and #BradleyCooper 👏👏 👏 👏 👏 👏",3,1
rkcasting,"Oscars Forecast: 'A Star Is Born' and More in the Running for the 2019 Academy Awards.  The Emmys are but a distant memory now, and A Star Is Born is the future. -  https://www.etonline.com/oscars-forecast-a-star-is-born-and-more-in-the-running-for-the-2019-academy-awards-110173 … - - #Oscars2019 #Oscars #AStarIsBorn #BlackPanther #Emmys pic.twitter.com/wTyREqi6sK",3,1
whiskeyriff,.@ChaseRiceMusic tippin' the cap to some incredible songwriting.   @ladygaga @nataliehemby @LoriMcKennaMA #HillaryLindsey #AStarIsBorn  http://www.whiskeyriff.com/2018/10/10/chase-rice-covers-lady-gagas-always-remember-us-this-way-from-a-star-is-born/ …,3,40
thisisinsider,@ladygaga .@LadyGaga reveals the real tragedy behind the tearful final scene in #AStarIsBorn  https://insder.co/2ysjTH9 ,3,16
thedeucecast,"On Ep 348 @davedollar, @TheMichaelNipp, and #TwitterlessDrEarl are joined by @jd_burge for an epic ReFlicktions including a review of all four versions of #AStarIsBorn. Now on all Podcatchers.  https://www.retrozap.com/the-deucecast-movie-show-348-a-reflicktion-star-is-born/ …",3,3
real1061philly,What is your most anticipated #October movie?   ▶️ #AStarIsBorn ▶️ #Venom ▶️ #HalloweenMovie ▶️ #FirstMan,3,1
owhenranger,"""A Star is Born"" is now showing in the Philippines. Great performance from Bradley Cooper and @ladygaga. It made me cry! 😭 Y'all must see this movie! The sound track will struck your heart and soul! I'll never love again"" made my nose runny! 🤧 #AStarIsBorn",3,14
illbreurfriend,"Saw #AStarIsBorn tonight.... and @ladygaga fucking did that, like I knew she would do that, but she truly DID THAT, My heart was pounding, I laughed and I bawled my fucking eyes out, a masterpiece",3,13
adamlea2,"Watched A Star is Born last night. What a film! Bradley Cooper is insane at acting & Lady Gaga, well she’s a phenomenal actress.  I think I have fallen in love with her all over again.  GO AND SEE IT IF YOU HAVEN’T ALREADY!.. And if you have, GO WATCH IT AGAIN! 👏🏼 #AStarIsBorn",3,18
themeowsterz,can we just please give Gaga and Bradley Cooper the oscars next year thx in advance #AStarIsBorn  pic.twitter.com/E8bHXQj2Bb,3,2
directorsclub_,Are you ready to witness Lady Gaga and Bradley Cooper's show-stopping performances in #AStarIsBorn? Now showing at #DirectorsClubCinema.   Visit  http://smcinema.com/DirectorsClub  or the #SMCinemaApp for screening schedule and tickets. pic.twitter.com/QiboRyTCiG,3,8
sergiojordann,I need to watch this one just for Lady Gaga... eventhough it’s a musical and it’s not my cup of tea... but I think it will be awesome 😎 #AStarIsBorn  https://twitter.com/DSPUAE/status/1049904142901288960 …,3,13
goddesssxlovewp,"I highly encourage everyone to watch #AStarIsBorn showing nationwide in the Philippines. And I, myself, seen the film last night at C1 Originals premiere night. I guarantee you—your money will be worthy!  pic.twitter.com/uwahkolWvK",3,5
geeksgamerscom,. @IbeJellzin finds talent in the unlikeliest of places as he reviews the remake of A Star is Born! #AStarIsBornMovie #movies #music #dramam #romance #BradleyCooper @ladygaga #SamElliott #DaveChappelle @AlecBaldwin #AndrewDiceClay #Geeks #Gamers https://www.geeksandgamers.com/review-a-star-is-born-2018/ …,3,4
citizendamepod,"Episode 53 is live and lay down our thoughts on Bill Cosby going to prison, Armie Hammer joining DEATH ON THE NILE, and review #AStarIsBornMovie   LISTEN NOW:  https://citizendame.podbean.com/e/episode-53-a-dame-is-born/ … #podcast #podbean #PodernFamily #ladypodsquad pic.twitter.com/CXXhpPVWpg",3,3
shawn17louis,When you just wanted to watch your movie and this happens 😭😭#AStarIsBornMovie #RT pic.twitter.com/QcLReqFAYS,3,14
famemonsternyc,Monsters let’s make this Gaga’s fastest music video to reach 100million views . We can do this 👍🏼 #AStarIsBornMovie #AStarIsBorn https://twitter.com/GagasAlerts/status/1049640614357282816 …,3,1
hesaidshesaidmo,"This week we saw #AStarIsBorn, Listen while Tim bullies April into giving this movie a higher rating.   http://hesaidshesaidmovies.com/Ep32  #AStarIsBornMovie #MovieReview #Podcast #PodernFamily #RT pic.twitter.com/U6mSyHAcDL",3,11
startwiththis,#AStarIsBornMovie On This Tuesday In These Clips From The World of TV and FIlm!  http://letsstartwiththisone.blogspot.com/2018/10/a-star-is-born-on-this-tuesday-in-these.html … #bloggerstribe #bloggerssparkle #allthoseblogs #BloggerBabesRT #bloggercrowd #bloggerclan #bloggershare #films #fbloggers #lbloggers pic.twitter.com/Bdxxi9ogVP,3,3
tayselyrusdemi,And here's the same opinion in English of #AStarIsBornMovie #AStarIsBorn Listen the #AStarIsBornSoundtrack here:  https://open.spotify.com/album/3edjzMAVB9RYRd4UcZBchx?si=hMSKBVrPR1mNNE5gWTijLg …  Retweet to vote! Voto por Luis Fonsi & Demi Lovato en #SencillodelAno en los #LatinAMAs 2018. pic.twitter.com/1q1pYDHq2k,3,1
awardsdailytv,"New #Podcast with @JoeyMoser83 and @heydudemeg joining Clarence to review #AStarIsBornMovie. Does #AStarIsBorn have what it takes to win #Oscars? Plus, our too-early look at 2019 Emmy’s Limited Series. http://www.awardsdaily.com/2018/10/08/wcpep203-a-star-is-born/ …",3,2
stephhayes,"I leave #AStarIsBornMovie sniveling and @ladygaga Edge of Glory is on in the bathroom. I walk into the night air, alone.",3,5
chescaleigh,the hype is well deserved #AStarIsBornMovie truly delivers    https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B?si=gJ5CVFQOTealNX7tONRX0w …,3,33
paolamenasse,Guys the “I Love You -Dialogue” and “Always Remember Us This Way” is giving me tears. Like damn this whole album is just a WAVE of emotions!! #AStarIsBorn #AStarIsBornMovie #LadyGaga #Oscars #LittleMonsters #AStarIsBornSoundtrack,3,3
kakamypo,I just fell in love with #AStarIsBornMovie and its songs.. So here's one I did in 10min... Hope you'll like it ❤️ It's for my crush aha hope he'll like it too #cover pic.twitter.com/aaIHByWbFl,3,11
zoegauci1,Catch up on my show with @McCruddenmusic in for a chat and gorgeous live performance of two of her songs...along with more great music #soundtracks #AStarIsBornMovie #folk #rnbmusic #Jazz & tbc @LouJaneWalsh1 @GravidaProject @WendyfHobbs @DreamsWishesOrg https://m.mixcloud.com/RadioCardiff/zoes-sunday-sit-in-071018/ …,3,10
